key,year,name,birth,WAR,G,CG,SHO,GS,W,L,SV,HLD,INN,R,ER,BF,H,2B,3B,HR,BB,IBB,HBP,SO,BK,WP,ERA,FIP,WHIP,ERA+,FIP+,WPA,team,salary
1988-12-30루친스키2019,2019,루친스키,1988-12-30,4.64,30,2,0,30,9,9,0,0,177.1,68,60,731,164,20,1,13,45,0,11,119,0,7,3.05,3.96,1.18,138.4,106.6,4.64,N,16374
1989-02-28채드벨2019,2019,채드벨,1989-02-28,4.49,29,0,0,29,11,10,0,0,177.1,73,69,749,169,33,2,14,63,0,10,134,1,8,3.5,4.15,1.31,118.3,100.2,4.49,한,16374
1989-07-29요키시2019,2019,요키시,1989-07-29,4.23,30,1,1,30,13,9,0,0,181.1,72,63,746,166,33,5,9,39,0,11,141,0,6,3.13,3.32,1.13,132.4,124.5,4.23,키,16374
1990-01-16서폴드2019,2019,서폴드,1990-01-16,4.22,31,0,0,31,12,11,0,0,192.1,84,75,810,191,28,4,8,54,1,8,135,0,8,3.51,3.49,1.27,118,119.3,4.22,한,16374
1988-06-29레일리2019,2019,레일리,1988-06-29,4.08,30,0,0,30,5,14,0,0,181,88,78,791,191,32,4,10,65,1,8,140,1,10,3.88,3.77,1.41,108.1,111.1,4.08,롯,117000
1989-10-04켈리2019,2019,켈리,1989-10-04,3.98,29,0,0,29,14,12,0,0,180.1,70,51,747,164,33,3,7,41,0,16,126,0,12,2.55,3.46,1.14,161.3,118.7,3.98,L,16374
1998-08-06고우석2019,2019,고우석,1998-08-06,3.89,64,0,0,0,8,2,34,1,70,13,12,284,47,7,1,4,29,4,4,76,0,2,1.54,3.22,1.09,266.1,126.7,3.89,L,4000
1985-06-01정우람2019,2019,정우람,1985-06-01,3.82,57,0,0,0,4,3,26,0,58.1,11,10,237,57,8,0,4,16,4,1,48,1,2,1.54,3.32,1.25,268.5,125.1,3.82,한,120000
1990-02-12박진우2019,2019,박진우,1990-02-12,3.82,41,0,0,18,9,7,0,5,140.2,53,49,590,137,18,0,9,29,0,19,92,0,2,3.14,3.95,1.18,134.4,106.8,3.82,N,2700
1988-02-10브리검2019,2019,브리검,1988-02-10,3.69,28,0,0,28,13,5,0,0,158.1,62,52,669,148,32,2,5,46,0,12,130,1,7,2.96,3.27,1.23,140,126.9,3.69,키,65000
1986-06-01유희관2019,2019,유희관,1986-06-01,3.55,28,2,0,27,11,8,0,0,166.1,67,60,692,171,37,2,8,42,3,3,64,0,2,3.25,4.02,1.28,126.5,102.3,3.55,두,50000
1990-10-14쿠에바스2019,2019,쿠에바스,1990-10-14,3.44,30,0,0,30,13,10,0,0,184,80,74,760,153,21,6,18,63,0,12,135,0,4,3.62,4.43,1.17,114.3,92.7,3.44,K,16374
1989-09-25윌슨2019,2019,윌슨,1989-09-25,3.4,30,1,0,30,14,7,0,0,185,77,60,763,171,27,2,7,43,1,11,137,0,6,2.92,3.27,1.16,140.6,125.4,3.4,L,80000
1997-01-07최원태2019,2019,최원태,1997-01-07,3.1,27,0,0,27,11,5,0,0,157.1,68,59,666,165,28,2,5,36,0,5,105,0,5,3.38,3.26,1.28,122.6,127.1,3.1,키,15000
1990-10-29하재훈2019,2019,하재훈,1990-10-29,3.09,61,0,0,0,5,3,36,3,59,13,13,245,47,11,0,1,26,2,1,64,1,0,1.98,2.73,1.24,214.6,154.7,3.09,S,16374
1997-11-01이영하2019,2019,이영하,1997-11-01,3.03,29,1,0,27,17,4,0,0,163.1,70,66,692,148,28,5,5,61,1,10,90,2,5,3.64,3.99,1.28,112.9,103.4,3.03,두,4200
1989-11-28문승원2019,2019,문승원,1989-11-28,2.89,26,0,0,23,11,7,0,2,144,63,62,586,130,13,5,23,33,1,3,99,0,0,3.88,4.83,1.13,109.8,89.6,2.89,S,9000
1992-07-08문경찬2019,2019,문경찬,1992-07-08,2.88,54,0,0,0,1,2,24,0,55,9,8,217,45,9,1,2,10,1,0,50,0,0,1.31,2.55,1,320.3,165.4,2.88,K,3100
1997-02-17구창모2019,2019,구창모,1997-02-17,2.67,23,0,0,19,10,7,0,1,107,40,38,449,85,15,2,10,42,0,5,114,0,7,3.2,3.81,1.19,131.8,111.5,2.67,N,5700
1992-10-02서진용2019,2019,서진용,1992-10-02,2.63,72,0,0,0,3,1,4,33,68,19,18,279,53,9,2,2,28,4,2,76,0,1,2.38,2.7,1.19,178.6,157.4,2.63,S,6000
1992-12-04알칸타라2019,2019,알칸타라,1992-12-04,2.6,27,1,0,27,11,11,0,0,172.2,80,77,724,189,39,3,15,27,0,8,100,2,2,4.01,3.98,1.25,103.1,103.3,2.6,K,16374
1988-08-27후랭코프2019,2019,후랭코프,1988-08-27,2.59,22,0,0,22,9,8,0,0,117.1,48,47,495,110,20,2,5,30,1,13,111,1,2,3.61,3.14,1.19,113.9,130.4,2.59,두,110000
1987-07-08프리드릭2019,2019,프리드릭,1987-07-08,2.38,12,2,1,12,7,4,0,0,72,22,22,294,63,6,0,4,22,1,3,56,0,2,2.75,3.57,1.18,153.2,118.3,2.38,N,16374
1996-09-29배제성2019,2019,배제성,1996-09-29,2.21,28,1,1,21,10,10,0,0,131.2,58,55,564,132,18,3,6,56,0,3,91,0,10,3.76,3.96,1.43,110.1,104.5,2.21,K,3000
1992-06-26박준표2019,2019,박준표,1992-06-26,2.14,49,0,0,0,5,2,0,15,56,15,13,210,42,5,1,4,6,1,4,30,0,1,2.09,3.74,0.86,200.7,111.8,2.14,K,4500
1991-08-13박종훈2019,2019,박종훈,1991-08-13,2.1,28,0,0,28,8,11,0,0,144,72,62,643,157,29,0,12,59,0,13,100,0,1,3.88,4.6,1.5,109.8,92.8,2.1,S,20000
1995-05-31주권2019,2019,주권,1995-05-31,2.08,71,0,0,0,6,2,2,25,75.1,25,25,296,64,15,0,7,14,0,2,47,0,1,2.99,4,1.04,138.6,102.8,2.08,K,7600
1987-07-13백정현2019,2019,백정현,1987-07-13,2.07,28,1,1,27,8,10,0,0,157,85,74,677,158,29,4,17,56,0,6,82,0,4,4.24,4.95,1.36,102.3,86.3,2.07,삼,15500
1994-07-02다익손2019,2019,다익손,1994-07-02,2.06,29,0,0,28,6,10,0,0,149.1,81,72,649,164,23,3,15,40,1,6,117,1,4,4.34,4.05,1.37,97.3,104.9,2.06,S,16374
1985-01-21우규민2019,2019,우규민,1985-01-21,1.99,54,0,0,0,2,7,15,7,59,20,18,247,58,3,0,7,10,1,6,40,0,0,2.75,4.35,1.15,158,98.4,1.99,삼,70000
1985-07-28소사2019,2019,소사,1985-07-28,1.93,16,0,0,16,9,3,0,0,94.1,42,40,387,85,6,0,15,23,0,2,96,1,3,3.82,4.23,1.15,111.5,103,1.93,S,120000
1989-03-20진명호2019,2019,진명호,1989-03-20,1.88,60,0,0,0,3,2,0,9,63.1,24,24,273,56,12,0,4,35,4,1,51,0,3,3.41,4.13,1.44,122.9,101.2,1.88,롯,3300
1996-04-18전상현2019,2019,전상현,1996-04-18,1.83,57,0,0,0,1,4,0,15,60.2,21,21,245,45,8,1,3,21,2,2,62,0,2,3.12,3.04,1.09,134.6,138.6,1.83,K,2700
1994-09-04조상우2019,2019,조상우,1994-09-04,1.75,48,0,0,0,2,4,20,8,47.1,15,14,192,45,3,0,3,8,0,2,46,0,1,2.66,2.92,1.12,155.5,141,1.75,키,12000
1988-04-08장필준2019,2019,장필준,1988-04-08,1.74,61,0,0,0,3,3,11,15,69.2,29,28,302,64,12,1,7,33,3,3,53,0,4,3.62,4.61,1.39,120,92.5,1.74,삼,6500
1988-01-02김상수2019,2019,김상수,1988-01-02,1.73,67,0,0,0,3,5,0,40,56.2,19,18,238,50,6,0,3,28,1,2,60,0,0,2.86,3.51,1.38,144.8,117.7,1.73,키,16500
1990-10-04이재학2019,2019,이재학,1990-10-04,1.7,24,0,0,23,10,4,0,0,129.2,62,55,560,133,24,2,6,43,0,9,91,0,6,3.82,3.8,1.36,110.4,110.9,1.7,N,19000
1990-09-16김재윤2019,2019,김재윤,1990-09-16,1.68,43,0,0,0,2,2,7,9,47.2,13,12,177,27,3,0,4,12,2,1,42,0,1,2.27,3.42,0.82,182.7,120.2,1.68,K,11000
1989-06-18윤명준2019,2019,윤명준,1989-06-18,1.62,69,0,0,0,6,2,1,14,68.1,23,20,279,63,14,0,3,20,2,3,40,0,7,2.63,3.73,1.22,155.8,110.3,1.62,두,11500
1990-01-21윌랜드2019,2019,윌랜드,1990-01-21,1.61,28,0,0,28,8,10,0,0,165,95,87,726,191,41,1,17,59,1,5,137,0,4,4.75,4.23,1.52,88.4,99,1.61,K,16374
1985-03-31오주원2019,2019,오주원,1985-03-31,1.6,57,0,0,0,3,3,18,3,54.1,17,14,223,54,7,0,1,7,0,3,41,0,1,2.32,2.69,1.12,178.5,155.1,1.6,키,15000
1997-04-28최성영2019,2019,최성영,1997-04-28,1.45,26,0,0,15,4,1,0,2,82.1,39,36,368,79,15,3,3,48,0,4,62,0,3,3.94,4.27,1.54,107.1,98.9,1.45,N,2900
1987-05-31차우찬2019,2019,차우찬,1987-05-31,1.44,29,0,0,28,13,8,0,0,168.1,87,77,730,181,30,1,16,59,0,5,124,0,13,4.12,4.31,1.43,99.7,94.1,1.44,L,100000
1994-04-26김성민2019,2019,김성민,1994-04-26,1.4,50,0,0,0,2,0,0,5,56.1,17,16,230,53,13,1,0,11,0,2,38,0,4,2.56,2.75,1.14,161.9,152.3,1.4,키,5500
1989-01-02이용찬2019,2019,이용찬,1989-01-02,1.35,26,0,0,26,7,10,0,0,148.1,75,67,651,168,28,2,15,45,3,6,102,0,3,4.07,4.31,1.44,101,93.9,1.35,두,23500
1994-12-21최원준2019,2019,최원준,1994-12-21,1.29,34,0,0,3,1,2,1,4,54.1,17,16,228,52,12,1,1,16,1,4,38,0,1,2.65,3.29,1.25,154.9,125.5,1.29,두,16374
1992-07-14윤영삼2019,2019,윤영삼,1992-07-14,1.29,54,0,0,0,3,3,1,3,62.2,23,20,254,60,12,2,5,14,1,1,56,0,3,2.87,3.32,1.18,144.1,123.5,1.29,키,4500
1992-02-25박민호2019,2019,박민호,1992-02-25,1.26,47,0,0,0,3,1,0,4,50.1,17,15,209,49,10,0,2,14,0,4,22,0,0,2.68,4.12,1.25,158.7,102.7,1.26,S,4000
1994-02-27이형범2019,2019,이형범,1994-02-27,1.21,67,0,0,0,6,3,19,10,61,25,18,258,57,6,0,4,19,2,9,31,0,2,2.66,4.52,1.25,154.6,90.5,1.21,두,3500
1984-11-19안영명2019,2019,안영명,1984-11-19,1.2,67,0,0,0,4,7,0,13,62,27,27,273,82,14,1,5,13,0,3,48,1,2,3.92,3.68,1.53,105.7,112.8,1.2,한,35000
1992-08-23양현2019,2019,양현,1992-08-23,1.2,29,0,0,3,1,0,0,1,40.2,10,9,159,31,5,1,1,11,0,1,25,0,0,1.99,3.38,1.03,207.8,123,1.2,키,3000
1989-02-24고영창2019,2019,고영창,1989-02-24,1.19,55,0,0,0,1,3,1,10,54,22,21,243,63,8,3,2,14,2,8,22,0,2,3.5,4.18,1.43,119.8,100.2,1.19,K,2800
1987-11-01장시환2019,2019,장시환,1987-11-01,1.18,27,0,0,27,6,13,0,0,125.1,78,69,570,147,29,1,12,58,1,2,109,0,17,4.95,4.32,1.64,84.6,97.2,1.18,롯,8500
1988-11-16정영일2019,2019,정영일,1988-11-16,1.17,44,0,0,0,1,2,1,8,42,15,15,175,32,3,1,1,22,2,1,35,0,2,3.21,3.55,1.29,132.4,118.9,1.17,S,3000
1991-11-20이승현2019,2019,이승현,1991-11-20,1.16,34,0,0,0,2,1,0,8,37,11,8,147,28,3,0,2,11,0,1,31,0,2,1.95,3.4,1.05,223,124.8,1.16,삼,7000
1992-03-05라이블리2019,2019,라이블리,1992-03-05,1.1,9,1,1,9,4,4,0,0,57,26,25,236,51,9,4,4,13,0,5,58,0,0,3.95,3.23,1.12,109.9,132.1,1.1,삼,16374
1989-03-10박시영2019,2019,박시영,1989-03-10,1.05,43,0,0,6,1,1,0,4,61.2,30,29,262,51,10,1,5,27,0,4,60,0,7,4.23,4.02,1.27,99.1,104.3,1.05,롯,6300
1990-05-19김태훈2019,2019,김태훈,1990-05-19,1.05,71,0,0,0,4,5,7,27,69.2,33,31,296,62,8,0,4,26,0,4,76,0,7,4,3.26,1.26,106.3,130.9,1.05,S,4000
1998-03-13최지광2019,2019,최지광,1998-03-13,1.03,63,0,0,0,3,8,2,10,68,33,31,303,64,9,3,4,40,3,5,60,0,3,4.1,4.26,1.53,105.8,99.5,1.03,삼,3100
1981-02-11김승회2019,2019,김승회,1981-02-11,1,55,0,0,0,3,3,3,7,58.2,24,20,250,57,12,3,1,16,1,2,46,0,5,3.07,2.93,1.24,133.8,141.4,1,두,10000
1997-03-08김대현2019,2019,김대현,1997-03-08,0.99,41,0,0,2,5,4,0,8,65.2,31,28,282,63,11,1,2,27,1,4,39,0,3,3.84,3.98,1.37,107,103.4,0.99,L,7000
1995-11-30박세웅2019,2019,박세웅,1995-11-30,0.98,12,0,0,12,3,6,0,0,60,33,28,263,66,12,3,3,23,0,0,44,0,4,4.2,3.74,1.48,99.8,112.2,0.98,롯,25000
1983-07-13박희수2019,2019,박희수,1983-07-13,0.91,34,0,0,0,0,1,1,2,28.2,8,4,124,29,2,0,1,13,0,3,14,0,0,1.26,4.55,1.47,338.9,92.7,0.91,S,18500
1988-02-02김건국2019,2019,김건국,1988-02-02,0.9,37,0,0,5,3,3,0,3,66.2,34,33,293,73,8,1,5,27,0,6,43,0,3,4.46,4.57,1.5,94.1,91.6,0.9,롯,2700
1986-11-29전유수2019,2019,전유수,1986-11-29,0.88,62,0,0,1,3,1,1,7,66.1,31,25,280,66,16,1,2,18,4,4,46,0,6,3.39,3.22,1.27,122,128.9,0.88,K,8500
2000-04-06원태인2019,2019,원태인,2000-04-06,0.85,26,0,0,20,4,8,0,2,112,65,60,493,119,26,3,12,39,0,5,68,2,6,4.82,4.76,1.41,90,89.7,0.85,삼,16374
1982-03-04손승락2019,2019,손승락,1982-03-04,0.85,53,0,0,0,4,3,9,2,52.2,27,23,233,54,9,1,3,19,3,3,44,0,2,3.93,3.56,1.39,106.7,117.4,0.85,롯,70000
1993-06-25한현희2019,2019,한현희,1993-06-25,0.84,61,0,0,0,7,5,0,24,58,26,22,251,50,10,1,1,20,1,7,49,1,2,3.41,3.28,1.21,121.2,127,0.84,키,23000
1986-06-26진해수2019,2019,진해수,1986-06-26,0.83,73,0,0,0,3,1,0,20,43,17,16,188,44,3,3,2,16,0,2,38,0,0,3.35,3.5,1.4,122.6,117,0.83,L,19000
1994-01-31톰슨2019,2019,톰슨,1994-01-31,0.82,11,1,1,11,2,3,0,0,62.2,35,33,267,54,8,1,4,23,0,5,60,0,8,4.74,3.66,1.23,88.5,114.4,0.82,롯,16374
1995-01-13함덕주2019,2019,함덕주,1995-01-13,0.82,61,0,0,0,2,5,16,7,54.2,24,21,236,39,7,1,6,34,4,1,48,0,2,3.46,4.78,1.34,118.7,84.8,0.82,두,16000
1981-10-08윤성환2019,2019,윤성환,1981-10-08,0.82,27,1,1,27,8,13,0,0,145.1,87,77,643,168,34,3,14,50,0,7,65,0,3,4.77,4.94,1.5,91,86.3,0.82,삼,80000
1994-09-09박상원2019,2019,박상원,1994-09-09,0.81,61,0,0,0,1,4,0,12,59,29,26,256,52,6,0,5,28,1,5,39,0,1,3.97,4.81,1.36,104.5,86.6,0.81,한,3100
1999-02-08이승호2019,2019,이승호,1999-02-08,0.77,23,1,1,23,8,5,0,0,122.2,70,61,533,134,27,3,10,51,0,1,82,3,5,4.48,4.4,1.51,92.5,93.5,0.77,키,2700
1994-06-10박진형2019,2019,박진형,1994-06-10,0.76,41,0,0,0,2,1,5,5,40.1,19,18,169,40,3,0,6,11,3,0,40,0,5,4.02,3.95,1.26,104.4,106.5,0.76,롯,10500
1989-06-23맥과이어2019,2019,맥과이어,1989-06-23,0.76,21,1,1,21,4,8,0,0,112.1,68,63,512,119,24,3,13,66,0,6,100,2,3,5.05,5.05,1.65,86,84.7,0.76,삼,16374
1991-10-10이영준2019,2019,이영준,1991-10-10,0.74,29,0,0,0,1,1,0,1,33.1,11,11,136,39,7,2,0,5,0,0,19,0,0,2.97,2.71,1.32,139.4,154.1,0.74,키,2900
1988-12-21임현준2019,2019,임현준,1988-12-21,0.72,71,0,0,0,1,0,0,8,42.1,19,16,177,34,9,1,2,12,0,3,35,0,0,3.4,3.43,1.09,127.6,123.7,0.72,삼,3500
1983-02-08고효준2019,2019,고효준,1983-02-08,0.7,75,0,0,0,2,7,0,15,62.1,34,33,280,58,13,1,6,36,6,3,72,0,11,4.76,3.93,1.51,88,106.2,0.7,롯,9000
1991-05-08김대유2019,2019,김대유,1991-05-08,0.69,21,0,0,0,0,0,0,0,27,7,7,111,21,6,0,1,12,1,4,23,0,0,2.33,3.85,1.22,177.4,107.6,0.69,K,2700
1999-08-19정우영2019,2019,정우영,1999-08-19,0.66,56,0,0,0,4,6,1,16,65.1,30,27,273,57,9,2,2,20,5,8,38,1,3,3.72,3.69,1.18,110.4,111.6,0.66,L,16374
1991-10-08임기준2019,2019,임기준,1991-10-08,0.65,52,0,0,0,2,2,0,6,36.2,17,14,162,32,5,0,1,16,0,4,24,0,2,3.44,4.09,1.31,122,102.7,0.65,K,6000
1992-03-02김동준2019,2019,김동준,1992-03-02,0.64,33,0,0,5,8,3,0,2,70,36,35,300,77,15,0,5,23,0,0,50,0,3,4.5,3.89,1.43,92,105.8,0.64,키,4900
2000-11-05서준원2019,2019,서준원,2000-11-05,0.63,33,0,0,16,4,11,0,0,97,61,59,443,117,25,1,10,38,0,11,60,1,1,5.47,5.02,1.6,76.6,83.5,0.63,롯,16374
1991-10-02김정훈2019,2019,김정훈,1991-10-02,0.62,44,0,0,0,0,2,0,7,51.1,23,21,215,49,11,0,5,16,0,4,32,0,3,3.68,4.59,1.27,114.5,91.9,0.62,N,16374
1995-02-24배재환2019,2019,배재환,1995-02-24,0.6,62,0,0,0,3,5,0,20,54.1,26,22,247,49,9,0,3,31,2,7,61,1,2,3.64,3.86,1.47,115.6,109.5,0.6,N,3000
1983-05-30류제국2019,2019,류제국,1983-05-30,0.59,11,0,0,11,0,2,0,0,53.1,27,25,243,57,7,2,5,26,1,4,31,0,2,4.22,5.09,1.56,97.3,79.9,0.59,L,10000
1992-04-16김진영2019,2019,김진영,1992-04-16,0.56,6,0,0,5,0,4,0,0,26.2,12,12,117,27,6,0,1,16,0,1,14,0,0,4.05,4.75,1.61,102.3,88.2,0.56,한,3000
2000-10-29백승건2019,2019,백승건,2000-10-29,0.56,15,0,0,0,0,0,0,0,19.1,5,5,81,16,4,0,1,12,0,1,14,0,1,2.33,4.64,1.45,182.8,91.1,0.56,S,16374
1989-03-23이대은2019,2019,이대은,1989-03-23,0.53,43,0,0,8,4,2,17,0,85,48,40,387,88,17,1,10,39,1,6,58,0,5,4.24,5.12,1.49,97.7,80.1,0.53,K,16374
2000-09-15김이환2019,2019,김이환,2000-09-15,0.5,11,0,0,8,4,3,0,0,38,19,18,171,42,9,0,2,21,0,2,15,0,1,4.26,5.11,1.66,97.2,81.9,0.5,한,16374
1999-04-14김민2019,2019,김민,1999-04-14,0.46,27,0,0,26,6,11,0,0,150.2,88,83,674,175,26,4,16,65,0,4,91,2,4,4.96,4.95,1.59,83.5,83,0.46,K,2700
1992-07-24김민수2019,2019,김민수,1992-07-24,0.45,28,0,0,11,8,5,2,1,81.2,46,45,354,87,12,3,10,30,2,2,56,0,4,4.96,4.73,1.43,83.5,86.8,0.45,K,3200
1990-07-10강윤구2019,2019,강윤구,1990-07-10,0.44,67,0,0,0,3,3,0,15,56.1,29,28,242,55,4,4,4,24,2,4,49,0,2,4.47,3.97,1.4,94.2,106.3,0.44,N,8500
1995-03-03차명진2019,2019,차명진,1995-03-03,0.43,9,0,0,6,3,1,0,0,33,17,16,151,35,9,0,1,18,0,2,19,0,3,4.36,4.46,1.61,96.1,93.8,0.43,K,16374
1987-07-31원종현2019,2019,원종현,1987-07-31,0.41,60,0,0,0,3,3,31,0,60,31,27,256,62,9,2,4,17,2,3,59,0,5,4.05,3.2,1.32,104,132.1,0.41,N,18500
1982-03-28신재웅2019,2019,신재웅,1982-03-28,0.4,20,0,0,1,1,0,0,0,21.2,8,8,88,14,4,0,1,10,0,1,14,0,0,3.32,4.23,1.11,128.1,99.9,0.4,S,11000
1991-09-01김선기2019,2019,김선기,1991-09-01,0.37,7,0,0,6,3,1,0,0,28,13,13,122,27,5,0,2,9,0,4,17,0,2,4.18,4.51,1.29,99,91.6,0.37,키,2700
1989-11-18신재영2019,2019,신재영,1989-11-18,0.37,12,0,0,6,1,0,0,0,29.1,14,12,132,34,14,2,1,9,0,4,21,0,1,3.68,3.74,1.47,112.4,111,0.37,키,14000
1998-03-10박치국2019,2019,박치국,1998-03-10,0.36,61,0,0,0,2,2,3,14,52,26,26,229,64,14,1,5,14,2,5,35,0,3,4.5,4.29,1.5,91.2,94.6,0.36,두,3400
1987-11-09문광은2019,2019,문광은,1987-11-09,0.33,32,0,0,0,1,1,1,3,33,15,15,141,35,5,1,3,13,0,1,26,0,1,4.09,4.28,1.46,100.4,94.7,0.33,L,4500
1995-01-22최채흥2019,2019,최채흥,1995-01-22,0.32,28,0,0,15,6,6,0,2,106.2,67,57,478,127,21,5,10,36,1,1,89,0,6,4.81,3.97,1.53,90.2,107.8,0.32,삼,2700
1991-09-26조무근2019,2019,조무근,1991-09-26,0.3,8,0,0,0,0,0,0,0,9.2,2,2,43,6,2,1,0,5,0,3,5,0,0,1.86,4.85,1.14,225.2,85.3,0.3,롯,3500
1986-09-16여건욱2019,2019,여건욱,1986-09-16,0.29,25,0,0,0,0,0,0,0,29.2,14,13,130,35,11,1,2,8,0,1,24,0,1,3.94,3.57,1.45,104.1,114,0.29,L,4000
1990-10-23강지광2019,2019,강지광,1990-10-23,0.29,25,0,0,0,2,4,0,6,27.1,14,12,115,24,5,0,0,11,1,0,15,0,3,3.95,3.4,1.28,107.7,122.9,0.29,S,3000
1985-08-25임창민2019,2019,임창민,1985-08-25,0.29,20,0,0,0,0,1,0,2,15,6,4,64,14,2,0,1,8,1,1,10,0,1,2.4,4.54,1.47,175.6,92.8,0.29,N,25000
1989-04-29하준호2019,2019,하준호,1989-04-29,0.28,8,0,0,0,0,0,0,0,8,1,1,33,4,0,0,1,4,0,0,11,0,1,1.13,3.78,1,367.9,108.1,0.28,K,5700
1980-03-09권오준2019,2019,권오준,1980-03-09,0.24,43,0,0,0,3,0,0,3,43,25,25,187,49,10,1,7,12,0,2,26,0,0,5.23,5.29,1.42,82.9,81.4,0.24,삼,15000
1981-05-04배영수2019,2019,배영수,1981-05-04,0.21,37,0,0,0,1,2,0,0,45.1,25,23,194,50,11,1,4,11,2,3,10,1,3,4.57,4.9,1.35,89.9,83.2,0.21,두,10000
2000-07-10김현수2019,2019,김현수,2000-07-10,0.2,6,0,0,0,0,1,0,0,6.1,2,1,24,3,1,0,0,1,0,0,4,0,1,1.42,2.61,0.63,295.1,159.8,0.2,롯,16374
1989-07-15홍성민2019,2019,홍성민,1989-07-15,0.2,12,0,0,0,0,0,0,1,12.2,6,6,57,17,4,0,0,0,0,1,7,0,2,4.26,2.53,1.34,98.4,164.2,0.2,롯,12000
1983-01-12이동현2019,2019,이동현,1983-01-12,0.2,5,0,0,0,0,0,0,0,5,0,0,20,6,0,0,0,0,0,0,5,0,0,0,1.4,1.2,97.68530612,299.7,0.2,L,10000
1980-06-29송승준2019,2019,송승준,1980-06-29,0.19,11,0,0,1,0,1,0,0,14.1,7,7,64,16,3,0,2,6,0,0,13,0,0,4.4,4.66,1.54,95.4,90.4,0.19,롯,40000
1995-11-16정성종2019,2019,정성종,1995-11-16,0.19,32,0,0,0,1,1,0,0,49.2,33,30,231,64,10,1,6,24,3,4,24,0,4,5.44,5.52,1.77,77.1,75.9,0.19,롯,3700
1999-09-06하준영2019,2019,하준영,1999-09-06,0.19,59,0,0,0,6,2,0,15,52.2,31,29,243,59,9,1,5,31,2,0,51,0,1,4.96,4.35,1.71,84.6,96.3,0.19,K,2700
2000-02-10김영규2019,2019,김영규,2000-02-10,0.18,30,1,1,10,5,4,0,1,66.1,40,39,307,82,6,1,7,31,0,6,46,0,4,5.29,5.06,1.7,79.6,83.4,0.18,N,16374
1994-10-19박진태2019,2019,박진태,1994-10-19,0.18,2,0,0,2,0,1,0,0,8.1,4,4,42,10,1,0,0,6,0,3,5,0,0,4.32,5.44,1.92,97.1,77.2,0.18,K,2700
1989-07-16임준섭2019,2019,임준섭,1989-07-16,0.17,34,0,0,6,1,3,0,1,49.1,30,23,230,56,14,1,1,28,0,1,26,0,6,4.2,4.38,1.7,98.7,95.9,0.17,한,6000
1998-02-04김성훈2019,2019,김성훈,1998-02-04,0.16,15,0,0,1,0,1,0,0,22.1,12,12,104,24,5,0,3,15,0,1,26,0,6,4.84,4.97,1.75,85.7,83.6,0.16,한,3600
1992-08-04이우찬2019,2019,이우찬,1992-08-04,0.16,30,0,0,13,5,4,0,2,91,55,49,398,78,14,1,5,66,1,4,58,0,5,4.85,5.12,1.58,84.7,80.1,0.16,L,3000
1983-10-11이현승2019,2019,이현승,1983-10-11,0.16,9,0,0,0,0,1,0,2,6,2,2,22,4,1,0,0,0,0,0,4,0,0,3,2.07,0.67,136.8,202.5,0.16,두,40000
1990-03-19장민재2019,2019,장민재,1990-03-19,0.16,26,1,0,22,6,8,0,0,119.1,76,72,526,150,25,1,14,27,0,6,103,0,3,5.43,4.03,1.48,76.3,102.7,0.16,한,7100
1991-02-28김경태2019,2019,김경태,1991-02-28,0.16,17,0,0,0,0,0,0,0,11,5,5,54,14,4,0,0,8,0,0,10,0,2,4.09,3.77,2,101.3,111.8,0.16,한,4000
1997-05-29이종혁2019,2019,이종혁,1997-05-29,0.16,5,0,0,0,0,0,0,0,5.1,1,1,25,6,1,1,0,3,0,1,4,0,0,1.69,4.15,1.69,245.3,100,0.16,K,3200
1992-11-20임찬규2019,2019,임찬규,1992-11-20,0.15,30,0,0,13,2,5,0,2,88.2,51,49,392,84,20,3,10,46,0,7,72,0,7,4.97,5.04,1.47,82.5,80.3,0.15,L,11500
1995-09-23강정현2019,2019,강정현,1995-09-23,0.15,7,0,0,1,0,0,0,0,10.2,6,6,48,9,1,0,3,6,0,2,8,0,0,5.06,7.81,1.41,81.1,51,0.15,L,16374
1998-09-26김시현2019,2019,김시현,1998-09-26,0.14,14,0,0,0,0,0,0,0,16.1,9,8,71,16,2,0,3,8,0,1,10,0,1,4.41,6.22,1.47,98.4,69.1,0.14,삼,3300
1992-02-13이케빈2019,2019,이케빈,1992-02-13,0.13,1,0,0,1,0,0,0,0,3,1,1,14,2,0,0,0,3,0,0,3,0,1,3,4.4,1.67,141.9,94.8,0.13,S,16374
1996-03-23박윤철2019,2019,박윤철,1996-03-23,0.13,15,0,0,3,0,1,0,0,30,19,17,145,22,3,0,4,30,0,3,21,0,2,5.1,7.04,1.73,81.2,59.4,0.13,한,16374
1994-03-30조현우2019,2019,조현우,1994-03-30,0.13,7,0,0,0,0,0,0,0,7.2,3,3,35,6,2,0,0,5,0,1,9,0,2,3.52,3.4,1.44,117.5,122,0.13,K,2800
1994-06-14한선태2019,2019,한선태,1994-06-14,0.1,6,0,0,0,0,0,0,0,7.1,3,3,29,6,0,0,0,1,0,1,4,0,0,3.68,3.13,0.96,111.5,132.8,0.1,L,16374
1988-11-21김대우2019,2019,김대우,1988-11-21,0.09,44,0,0,0,5,1,0,1,59.2,38,34,253,61,16,2,11,16,0,5,40,0,2,5.13,5.52,1.29,84.6,78.2,0.09,삼,12000
